file,precision,recall,f1_score,map50,map50-95,tp,fp,fn,segmentation_time
120_640_320-11_55893536121673,0.831858407079646,0.7899159663865546,0.8103448275862069,0.6049879324215607,0.47337087691069984,94,19,25,0.2611024379730224
120_640_640-11_55893536121673,0.967741935483871,0.7894736842105263,0.8695652173913043,0.7038123167155426,0.5718475073313783,30,1,8,0.0731287002563476
120_960_0-11_55893536121673,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.6060606060606061,0.413973063973064,90,18,33,0.215212345123291
120_960_320-11_55893536121673,0.8350515463917526,0.7788461538461539,0.8059701492537313,0.6073102155576383,0.4532333645735707,81,16,23,0.177868366241455
120_960_640-11_55893536121673,0.8333333333333334,0.6896551724137931,0.7547169811320755,0.5303030303030304,0.4420454545454545,20,4,9,0.0577833652496337
134_0_0-11_55893536121673,0.9444444444444444,0.8360655737704918,0.8869565217391304,0.7727272727272727,0.6159932659932659,51,3,10,0.1575353145599365
134_0_320-11_55893536121673,0.9811320754716981,0.8125,0.8888888888888888,0.8027444253859349,0.5737564322469983,52,1,12,0.1725008487701416
134_0_640-11_55893536121673,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.743801652892562,0.5917355371900828,10,1,2,0.0503816604614257
134_1280_0-11_55893536121673,0.9795918367346939,0.8421052631578947,0.9056603773584905,0.8014842300556585,0.614656771799629,48,1,9,0.1885111331939697
134_1280_320-11_55893536121673,0.8983050847457628,0.9298245614035088,0.9137931034482759,0.8166409861325117,0.6226502311248073,53,6,4,0.2793798446655273
134_1280_640-11_55893536121673,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.6753246753246753,0.5331168831168831,13,1,4,0.0511159896850585
134_1600_0-11_55893536121673,0.9122807017543859,0.7761194029850746,0.8387096774193548,0.6634768740031898,0.49393939393939384,52,5,15,0.1570448875427246
134_1600_320-11_55893536121673,0.9821428571428571,0.873015873015873,0.9243697478991596,0.8035714285714285,0.6553571428571429,55,1,8,0.1613421440124511
134_1600_640-11_55893536121673,0.8888888888888888,1.0,0.9411764705882353,0.888888888888889,0.6333333333333334,8,1,0,0.0333051681518554
134_1920_0-6_64638783269962,1.0,0.8292682926829268,0.9066666666666667,0.8181818181818182,0.5414438502673796,34,0,7,0.0750281810760498
134_1920_320-6_64638783269962,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8441558441558442,0.648051948051948,26,2,2,0.1062502861022949
134_1920_640-6_64638783269962,0.75,0.8571428571428571,0.7999999999999999,0.6136363636363636,0.4465909090909091,6,2,1,0.0212714672088623
134_320_0-11_55893536121673,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.7129870129870131,0.565974025974026,61,9,9,0.2478499412536621
134_320_320-11_55893536121673,0.8695652173913043,0.821917808219178,0.8450704225352113,0.7114624505928854,0.5499341238471673,60,9,13,0.2747740745544433
134_320_640-11_55893536121673,0.9333333333333333,0.875,0.9032258064516129,0.7636363636363637,0.6218181818181818,14,1,2,0.0416853427886962
134_640_0-11_55893536121673,0.953125,0.8714285714285714,0.9104477611940298,0.7798295454545454,0.6144886363636364,61,3,9,0.1897280216217041
134_640_320-11_55893536121673,0.896551724137931,0.896551724137931,0.896551724137931,0.7335423197492162,0.5896551724137931,52,6,6,0.2176165580749511
134_640_640-11_55893536121673,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.6363636363636364,0.5277777777777777,14,4,3,0.0896613597869873
134_960_0-11_55893536121673,0.9433962264150944,0.8771929824561403,0.9090909090909091,0.7718696397941681,0.6420240137221269,50,3,7,0.1232109069824218
134_960_320-11_55893536121673,0.9387755102040817,0.9019607843137255,0.92,0.8534322820037107,0.7096474953617811,46,3,5,0.1642272472381591
134_960_640-11_55893536121673,1.0,0.9375,0.967741935483871,0.9090909090909091,0.6945454545454546,15,0,1,0.0584843158721923
138_0_0-11_55893536121673,0.8837209302325582,0.6972477064220184,0.7794871794871796,0.5623678646934461,0.3798097251585624,76,10,33,0.2145547866821289
138_0_320-11_55893536121673,0.8468468468468469,0.7401574803149606,0.7899159663865546,0.6158886158886159,0.397952497952498,94,17,33,0.2582952976226806
138_0_640-11_55893536121673,0.896551724137931,0.7878787878787878,0.8387096774193549,0.6520376175548589,0.5006269592476489,26,3,7,0.0609538555145263
138_1280_0-11_55893536121673,0.7821782178217822,0.7596153846153846,0.7707317073170732,0.5688568856885688,0.42781278127812783,79,22,25,0.2155094146728515
138_1280_320-11_55893536121673,0.9056603773584906,0.7933884297520661,0.8458149779735683,0.6586620926243568,0.5044596912521441,96,10,25,0.2024011611938476
138_1280_640-11_55893536121673,0.72,0.75,0.7346938775510204,0.5236363636363636,0.29854545454545456,18,7,6,0.0569250583648681
138_1600_0-11_55893536121673,0.8761904761904762,0.7540983606557377,0.8105726872246696,0.6372294372294373,0.4411255411255411,92,13,30,0.2719871997833252
138_1600_320-11_55893536121673,0.8365384615384616,0.7073170731707317,0.7665198237885463,0.6083916083916084,0.4439685314685315,87,17,36,0.2328083515167236
138_1600_640-11_55893536121673,0.8695652173913043,0.7692307692307693,0.8163265306122449,0.6324110671936759,0.4011857707509881,20,3,6,0.0739023685455322
138_1920_0-6_64638783269962,0.7636363636363637,0.6774193548387096,0.7179487179487181,0.48595041322314053,0.26859504132231404,42,13,20,0.0930335521697998
138_1920_320-6_64638783269962,0.8548387096774194,0.6973684210526315,0.7681159420289855,0.5439882697947215,0.3230205278592375,53,9,23,0.1469254493713379
138_1920_640-6_64638783269962,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.5833333333333333,0.33257575757575764,11,1,6,0.0459110736846923
138_320_0-11_55893536121673,0.8602150537634409,0.7017543859649122,0.7729468599033815,0.6256109481915934,0.3938416422287389,80,13,34,0.1936309337615966
138_320_320-11_55893536121673,0.801980198019802,0.6982758620689655,0.7465437788018433,0.5103510351035104,0.3722772277227723,81,20,35,0.2431766986846923
138_320_640-11_55893536121673,0.8928571428571429,0.7142857142857143,0.7936507936507937,0.6493506493506493,0.48603896103896105,25,3,10,0.0405807495117187
138_640_0-11_55893536121673,0.8369565217391305,0.8020833333333334,0.8191489361702128,0.6847826086956522,0.507806324110672,77,15,19,0.1639192104339599
138_640_320-11_55893536121673,0.8859649122807017,0.753731343283582,0.814516129032258,0.6443381180223285,0.4236842105263158,101,13,33,0.231278657913208
138_640_640-11_55893536121673,0.9583333333333334,0.8214285714285714,0.8846153846153847,0.7840909090909091,0.5878787878787879,23,1,5,0.0389962196350097
138_960_0-11_55893536121673,0.8672566371681416,0.7313432835820896,0.7935222672064777,0.6307320997586484,0.41448109412711187,98,15,36,0.2288711071014404
138_960_320-11_55893536121673,0.8602150537634409,0.7547169811320755,0.8040201005025127,0.6256109481915934,0.4658846529814271,80,13,26,0.1781024932861328
138_960_640-11_55893536121673,1.0,0.7586206896551724,0.8627450980392156,0.7272727272727273,0.3921487603305785,22,0,7,0.1189000606536865
140_0_0-11_55893536121673,0.8050847457627118,0.6934306569343066,0.7450980392156864,0.512326656394453,0.34406779661016945,95,23,42,0.2381219863891601
140_0_320-11_55893536121673,0.9181818181818182,0.7163120567375887,0.8047808764940239,0.6677685950413224,0.4314049586776859,101,9,40,0.3006861209869385
140_0_640-11_55893536121673,0.84,0.7,0.7636363636363636,0.5345454545454545,0.40036363636363637,21,4,9,0.0668025016784668
140_1280_0-11_55893536121673,0.8629032258064516,0.6858974358974359,0.7642857142857142,0.5491202346041056,0.3849706744868035,107,17,49,0.3205440044403076
140_1280_320-11_55893536121673,0.9224137931034483,0.7328767123287672,0.816793893129771,0.6708463949843261,0.43009404388714734,107,9,39,0.2659955024719238
140_1280_640-11_55893536121673,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.5768025078369906,0.47335423197492155,23,6,6,0.0660810470581054
140_1600_0-11_55893536121673,0.8333333333333334,0.6441717791411042,0.726643598615917,0.5303030303030304,0.3420634920634921,105,21,58,0.2306437492370605
140_1600_320-11_55893536121673,0.7966101694915254,0.7401574803149606,0.7673469387755102,0.5793528505392912,0.43744221879815093,94,24,33,0.2333898544311523
140_1600_640-11_55893536121673,0.7837837837837838,0.6744186046511628,0.725,0.49877149877149873,0.31179361179361176,29,8,14,0.0534355640411376
140_1920_0-6_64638783269962,0.8472222222222222,0.6931818181818182,0.7625000000000001,0.5391414141414141,0.33270202020202017,61,11,27,0.1148102283477783
140_1920_320-6_64638783269962,0.8513513513513513,0.7325581395348837,0.7875,0.6191646191646192,0.34533169533169533,63,11,23,0.170886754989624
140_1920_640-6_64638783269962,0.8666666666666667,0.8125,0.8387096774193549,0.7090909090909091,0.5454545454545456,13,2,3,0.0374693870544433
140_320_0-11_55893536121673,0.8598130841121495,0.6524822695035462,0.7419354838709677,0.5471537807986405,0.3201359388275276,92,15,49,0.2121076583862304
140_320_320-11_55893536121673,0.8148148148148148,0.6153846153846154,0.701195219123506,0.5185185185185185,0.3414983164983165,88,20,55,0.2372746467590332
140_320_640-11_55893536121673,0.8,0.6,0.6857142857142857,0.43636363636363645,0.299090909090909,24,6,16,0.0545511245727539
140_640_0-11_55893536121673,0.8411214953271028,0.6766917293233082,0.7499999999999999,0.5352591333899746,0.4048428207306712,90,17,43,0.2133190631866455
140_640_320-11_55893536121673,0.8666666666666667,0.674074074074074,0.7583333333333334,0.5515151515151515,0.32285714285714284,91,14,44,0.215029239654541
140_640_640-11_55893536121673,0.7058823529411765,0.5106382978723404,0.5925925925925926,0.3850267379679144,0.22245989304812838,24,10,23,0.0574736595153808
140_960_0-11_55893536121673,0.8392857142857143,0.6143790849673203,0.7094339622641509,0.5340909090909091,0.3642857142857143,94,18,59,0.2255361080169677
140_960_320-11_55893536121673,0.8737864077669902,0.5960264900662252,0.7086614173228347,0.47661076787290374,0.31615180935569287,90,13,61,0.2316997051239013
140_960_640-11_55893536121673,0.9090909090909091,0.8108108108108109,0.8571428571428571,0.743801652892562,0.5732782369146004,30,3,7,0.0732564926147461
142_0_0-11_55893536121673,0.7981651376146789,0.5878378378378378,0.6770428015564203,0.4353628023352794,0.26788990825688075,87,22,61,0.2073645591735839
142_0_320-11_55893536121673,0.8416666666666667,0.6824324324324325,0.7537313432835819,0.5356060606060606,0.38174242424242427,101,19,47,0.2122261524200439
142_0_640-11_55893536121673,0.8484848484848485,0.8,0.823529411764706,0.6942148760330579,0.39779614325068874,28,5,7,0.089102029800415
142_1280_0-11_55893536121673,0.865546218487395,0.639751552795031,0.7357142857142857,0.5508021390374331,0.3407181054239877,103,16,58,0.2130963802337646
142_1280_320-11_55893536121673,0.8346456692913385,0.7412587412587412,0.7851851851851852,0.6070150322118826,0.38926270579813893,106,21,37,0.2452523708343505
142_1280_640-11_55893536121673,0.7666666666666667,0.696969696969697,0.7301587301587302,0.4878787878787879,0.3466666666666667,23,7,10,0.0574395656585693
142_1600_0-11_55893536121673,0.85,0.6754966887417219,0.7527675276752768,0.5409090909090909,0.3856060606060606,102,18,49,0.1789107322692871
142_1600_320-11_55893536121673,0.8532110091743119,0.7045454545454546,0.7717842323651453,0.6205170975813178,0.4222685571309424,93,16,39,0.2322211265563964
142_1600_640-11_55893536121673,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.6233766233766234,0.48376623376623373,24,4,10,0.0733556747436523
142_1920_0-6_64638783269962,0.8656716417910447,0.6823529411764706,0.763157894736842,0.5508819538670284,0.31831750339213033,58,9,27,0.132481575012207
142_1920_320-6_64638783269962,0.890625,0.6,0.7169811320754715,0.48579545454545453,0.27301136363636364,57,7,38,0.1518409252166748
142_1920_640-6_64638783269962,1.0,0.782608695652174,0.878048780487805,0.7272727272727273,0.4050505050505051,18,0,5,0.0361566543579101
142_320_0-11_55893536121673,0.7540983606557377,0.6524822695035462,0.6996197718631179,0.4798807749627422,0.30461997019374065,92,30,49,0.2070960998535156
142_320_320-11_55893536121673,0.8125,0.5796178343949044,0.6765799256505576,0.4431818181818182,0.2863636363636363,91,21,66,0.2019550800323486
142_320_640-11_55893536121673,0.75,0.6122448979591837,0.6741573033707865,0.4772727272727273,0.32431818181818184,30,10,19,0.0731430053710937
142_640_0-11_55893536121673,0.8840579710144928,0.7052023121387283,0.7845659163987138,0.6429512516469038,0.3897891963109355,122,16,51,0.2832081317901611
142_640_320-11_55893536121673,0.792,0.6149068322981367,0.6923076923076923,0.504,0.2759999999999999,99,26,62,0.2457275390625
142_640_640-11_55893536121673,0.7575757575757576,0.5555555555555556,0.6410256410256411,0.4132231404958677,0.23471074380165283,25,8,20,0.0676372051239013
142_960_0-11_55893536121673,0.9098360655737705,0.676829268292683,0.7762237762237763,0.5789865871833085,0.3821907600596125,111,11,53,0.2382214069366455
142_960_320-11_55893536121673,0.860655737704918,0.6907894736842105,0.7664233576642335,0.5476900149031296,0.4090163934426229,105,17,47,0.2404985427856445
142_960_640-11_55893536121673,0.8,0.7619047619047619,0.7804878048780488,0.5818181818181819,0.3397727272727272,32,8,10,0.0908052921295166
145_0_0-11_55893536121673,0.8769230769230769,0.7808219178082192,0.8260869565217391,0.6377622377622377,0.47958041958041964,57,8,16,0.1421365737915039
145_0_320-11_55893536121673,0.8831168831168831,0.8192771084337349,0.85,0.7225501770956316,0.5312868949232585,68,9,15,0.1349399089813232
145_0_640-11_55893536121673,0.8125,0.7222222222222222,0.7647058823529411,0.5909090909090909,0.4335227272727272,13,3,5,0.0326020717620849
145_1280_0-11_55893536121673,0.9315068493150684,0.8607594936708861,0.8947368421052632,0.7621419676214196,0.5810709838107098,68,5,11,0.151731252670288
145_1280_320-11_55893536121673,0.8787878787878788,0.90625,0.8923076923076922,0.7988980716253443,0.5796143250688705,58,8,6,0.1767563819885254
145_1280_640-11_55893536121673,0.9285714285714286,1.0,0.962962962962963,0.9285714285714287,0.8857142857142858,13,1,0,0.0380415916442871
145_1600_0-11_55893536121673,1.0,0.9523809523809523,0.975609756097561,0.9090909090909091,0.7818181818181819,60,0,3,0.1439030170440673
145_1600_320-11_55893536121673,0.921875,0.8082191780821918,0.8613138686131386,0.7542613636363636,0.5237215909090909,59,5,14,0.1607282161712646
145_1600_640-11_55893536121673,0.9411764705882353,0.7272727272727273,0.8205128205128205,0.6844919786096256,0.546524064171123,16,1,6,0.0397379398345947
145_1920_0-6_64638783269962,0.8461538461538461,0.8048780487804879,0.8250000000000001,0.6923076923076923,0.4058275058275059,33,6,8,0.1309816837310791
145_1920_320-6_64638783269962,0.875,0.8235294117647058,0.8484848484848485,0.7159090909090909,0.44914772727272734,28,4,6,0.0803182125091552
145_1920_640-6_64638783269962,1.0,0.8571428571428571,0.923076923076923,0.8181818181818182,0.5568181818181819,12,0,2,0.038283348083496
145_320_0-11_55893536121673,0.9384615384615385,0.8714285714285714,0.9037037037037037,0.7678321678321679,0.6173426573426574,61,4,9,0.1783006191253662
145_320_320-11_55893536121673,0.9452054794520548,0.7931034482758621,0.8624999999999999,0.6874221668742216,0.552428393524284,69,4,18,0.1858015060424804
145_320_640-11_55893536121673,0.95,0.7916666666666666,0.8636363636363635,0.6909090909090909,0.4927272727272728,19,1,5,0.0635795593261718
145_640_0-11_55893536121673,0.9571428571428572,0.9178082191780822,0.9370629370629371,0.8701298701298701,0.6714285714285715,67,3,6,0.1645748615264892
145_640_320-11_55893536121673,0.9482758620689655,0.8461538461538461,0.894308943089431,0.7758620689655173,0.6018808777429466,55,3,10,0.1358237266540527
145_640_640-11_55893536121673,0.85,0.7727272727272727,0.8095238095238095,0.6181818181818182,0.45227272727272727,17,3,5,0.0679051876068115
145_960_0-11_55893536121673,0.819672131147541,0.6944444444444444,0.7518796992481204,0.5216095380029806,0.4038748137108793,50,11,22,0.1261482238769531
145_960_320-11_55893536121673,0.9047619047619048,0.8028169014084507,0.8507462686567164,0.7402597402597402,0.5178932178932178,57,6,14,0.1337695121765136
145_960_640-11_55893536121673,0.9333333333333333,0.875,0.9032258064516129,0.7636363636363637,0.5690909090909091,14,1,2,0.0359008312225341
150_0_0-16_245824983299933,0.8925925925925926,0.6945244956772334,0.7811993517017828,0.5680134680134681,0.39892255892255896,241,29,106,0.4176459312438965
150_0_320-16_245824983299933,0.8601398601398601,0.7321428571428571,0.7909967845659164,0.6255562619198982,0.31811824539097266,123,20,45,0.2131774425506591
150_1280_0-11_016700066800267,0.850828729281768,0.719626168224299,0.779746835443038,0.6187845303867404,0.2968859869412356,154,27,60,0.2166810035705566
150_1280_320-11_016700066800267,0.7166666666666667,0.6991869918699187,0.7078189300411523,0.45606060606060606,0.19772727272727272,86,34,37,0.1324789524078369
150_320_0-16_245824983299933,0.8739837398373984,0.7072368421052632,0.7818181818181817,0.6356245380635624,0.43104212860310415,215,31,89,0.3869693279266357
150_320_320-16_245824983299933,0.8181818181818182,0.6666666666666666,0.7346938775510203,0.5206611570247934,0.2685360094451003,126,28,63,0.2241942882537841
150_640_0-16_245824983299933,0.8754863813229572,0.6987577639751553,0.7772020725388602,0.5571276972055181,0.392041032897064,225,32,97,0.384730577468872
150_640_320-16_245824983299933,0.8433734939759037,0.693069306930693,0.7608695652173914,0.5366922234392114,0.28702081051478645,140,26,62,0.2273797988891601
150_960_0-16_245824983299933,0.8218623481781376,0.6527331189710611,0.7275985663082437,0.5230033124769967,0.34589620905410384,203,44,108,0.3754827976226806
150_960_320-16_245824983299933,0.8571428571428571,0.7368421052631579,0.7924528301886793,0.6233766233766234,0.34996907854050713,126,21,45,0.1645219326019287
151_0_0-16_245824983299933,0.8727272727272727,0.758893280632411,0.8118393234672304,0.6347107438016528,0.47210743801652894,192,28,61,0.3236587047576904
151_0_320-16_245824983299933,0.8615384615384616,0.7320261437908496,0.7915194346289752,0.6265734265734266,0.3472027972027972,112,18,41,0.2343125343322754
151_1280_0-11_016700066800267,0.8832116788321168,0.8175675675675675,0.8491228070175438,0.7226277372262774,0.3868613138686131,121,16,27,0.1918721199035644
151_1280_320-11_016700066800267,0.7865168539325843,0.7446808510638298,0.7650273224043715,0.5720122574055159,0.22870275791624112,70,19,24,0.1230483055114746
151_320_0-16_245824983299933,0.909952606635071,0.810126582278481,0.8571428571428572,0.7445066781559672,0.5541146057733736,192,19,45,0.2343678474426269
151_320_320-16_245824983299933,0.9104477611940298,0.8187919463087249,0.8621908127208481,0.7449118046132971,0.42964721845318865,122,12,27,0.1673336029052734
151_640_0-16_245824983299933,0.8985507246376812,0.775,0.8322147651006713,0.6534914361001317,0.4925340360122969,186,21,54,0.2170619964599609
151_640_320-16_245824983299933,0.8939393939393939,0.8137931034482758,0.8519855595667869,0.731404958677686,0.40392561983471076,118,14,27,0.1809470653533935
151_960_0-16_245824983299933,0.9515418502202643,0.8181818181818182,0.879837067209776,0.7785342410893071,0.5936724068882657,216,11,48,0.2790088653564453
151_960_320-16_245824983299933,0.8805970149253731,0.8082191780821918,0.8428571428571429,0.7204884667571234,0.4342605156037992,118,16,28,0.1568245887756347
155_0_0-16_245824983299933,0.9241379310344827,0.8874172185430463,0.9054054054054054,0.7561128526645767,0.6102821316614419,134,11,17,0.1508338451385498
155_0_320-16_245824983299933,0.9452054794520548,0.8846153846153846,0.9139072847682119,0.7733499377334994,0.4943960149439602,69,4,9,0.0913383960723877
155_1280_0-11_016700066800267,0.9313725490196079,0.9047619047619048,0.9178743961352657,0.8467023172905527,0.4803030303030303,95,7,10,0.1233456134796142
155_1280_320-11_016700066800267,0.8103448275862069,0.94,0.8703703703703703,0.7366771159874607,0.356896551724138,47,11,3,0.0665855407714843
155_320_0-16_245824983299933,0.972027972027972,0.86875,0.9174917491749175,0.7952956134774317,0.6506039415130325,139,4,21,0.2128479480743408
155_320_320-16_245824983299933,0.9487179487179487,0.8705882352941177,0.9079754601226994,0.7762237762237763,0.5308857808857809,74,4,11,0.0964219570159912
155_640_0-16_245824983299933,0.9112426035502958,0.8555555555555555,0.8825214899713467,0.7455621301775147,0.5835933297471759,154,15,26,0.166858434677124
155_640_320-16_245824983299933,0.9213483146067416,0.8541666666666666,0.8864864864864865,0.7538304392236977,0.4749744637385086,82,7,14,0.1383144855499267
155_960_0-16_245824983299933,0.9300699300699301,0.8364779874213837,0.880794701986755,0.760966306420852,0.6228862047043865,133,10,26,0.1423053741455078
155_960_320-16_245824983299933,0.9146341463414634,0.78125,0.8426966292134832,0.6651884700665188,0.38170731707317074,75,7,21,0.114173412322998
15_0_0-16_245824983299933,0.8391608391608392,0.759493670886076,0.79734219269103,0.6102987921169739,0.3353782581055308,240,46,76,0.4264514446258545
15_0_320-16_245824983299933,0.7469879518072289,0.6231155778894473,0.6794520547945205,0.4753559693318729,0.18592552026286965,124,42,75,0.2325174808502197
15_1280_0-11_016700066800267,0.786096256684492,0.7241379310344828,0.7538461538461538,0.5717063684978124,0.2188138065143413,147,40,56,0.286982774734497
15_1280_320-11_016700066800267,0.825,0.7071428571428572,0.7615384615384616,0.6,0.1859090909090909,99,21,41,0.271547794342041
15_320_0-16_245824983299933,0.8282828282828283,0.7522935779816514,0.7884615384615384,0.6023875114784206,0.32877257422711964,246,51,81,0.4957423210144043
15_320_320-16_245824983299933,0.8186813186813187,0.7163461538461539,0.764102564102564,0.5954045954045953,0.24915084915084917,149,33,59,0.2884912490844726
15_640_0-16_245824983299933,0.7854545454545454,0.6605504587155964,0.7176079734219268,0.49983471074380165,0.2584462809917355,216,59,111,0.4994809627532959
15_640_320-16_245824983299933,0.813953488372093,0.7650273224043715,0.7887323943661971,0.5919661733615222,0.26189217758985206,140,32,43,0.2491548061370849
15_960_0-16_245824983299933,0.8267148014440433,0.7363344051446945,0.7789115646258503,0.6012471283229406,0.29954053167049555,229,48,82,0.5078170299530029
15_960_320-16_245824983299933,0.7976878612716763,0.7931034482758621,0.7953890489913544,0.580136626379401,0.25333683657383077,138,35,36,0.2907230854034424
162_0_0-16_245824983299933,0.8877005347593583,0.8512820512820513,0.869109947643979,0.7263004375303841,0.3824015556635878,166,21,29,0.3324353694915771
162_0_320-16_245824983299933,0.9035087719298246,0.8442622950819673,0.8728813559322034,0.7392344497607656,0.34457735247208937,103,11,19,0.2072699069976806
162_1280_0-11_016700066800267,0.8571428571428571,0.8382352941176471,0.8475836431226766,0.7012987012987012,0.29207108680792887,114,19,22,0.1765084266662597
162_1280_320-11_016700066800267,0.7794117647058824,0.8412698412698413,0.8091603053435115,0.6377005347593583,0.22740641711229945,53,15,10,0.1167957782745361
162_320_0-16_245824983299933,0.88,0.8073394495412844,0.8421052631578948,0.72,0.36227272727272725,176,24,42,0.3803272247314453
162_320_320-16_245824983299933,0.9122807017543859,0.8524590163934426,0.8813559322033898,0.7464114832535884,0.330622009569378,104,10,18,0.3077645301818847
162_640_0-16_245824983299933,0.89,0.8436018957345972,0.8661800486618004,0.7281818181818182,0.41481818181818186,178,22,33,0.3315920829772949
162_640_320-16_245824983299933,0.8099173553719008,0.7538461538461538,0.7808764940239044,0.5890308039068369,0.25837716003005257,98,23,32,0.2307655811309814
162_960_0-16_245824983299933,0.8350515463917526,0.8181818181818182,0.826530612244898,0.683223992502343,0.36597938144329895,162,32,36,0.3903913497924804
162_960_320-16_245824983299933,0.8538461538461538,0.7985611510791367,0.8252788104089219,0.6209790209790209,0.27293706293706294,111,19,28,0.2393910884857177
165_0_0-16_245824983299933,0.856,0.7955390334572491,0.8246628131021194,0.6225454545454545,0.3531272727272728,214,36,55,0.4875984191894531
165_0_320-16_245824983299933,0.8333333333333334,0.8,0.816326530612245,0.6818181818181818,0.27809343434343436,120,24,30,0.209700345993042
165_1280_0-11_016700066800267,0.7897727272727273,0.7354497354497355,0.7616438356164382,0.5743801652892562,0.22215909090909092,139,37,50,0.2632310390472412
165_1280_320-11_016700066800267,0.7204301075268817,0.7052631578947368,0.7127659574468086,0.5239491691104594,0.1702834799608993,67,26,28,0.1565377712249755
165_320_0-16_245824983299933,0.8540145985401459,0.7548387096774194,0.8013698630136986,0.6211015262110152,0.34057730590577306,234,40,76,0.4324800968170166
165_320_320-16_245824983299933,0.7191780821917808,0.6645569620253164,0.6907894736842105,0.4576587795765878,0.20012453300124527,105,41,53,0.2535655498504638
165_640_0-16_245824983299933,0.851145038167939,0.7585034013605442,0.802158273381295,0.6190145732130465,0.4342470506592645,223,39,71,0.3474421501159668
165_640_320-16_245824983299933,0.7784810126582279,0.7592592592592593,0.76875,0.5661680092059839,0.22514384349827385,123,35,39,0.2107331752777099
165_960_0-16_245824983299933,0.8278688524590164,0.7112676056338029,0.7651515151515151,0.6020864381520119,0.31330104321907604,202,42,82,0.3626656532287597
165_960_320-16_245824983299933,0.7290322580645161,0.6726190476190477,0.6996904024767802,0.46392961876832844,0.21912023460410554,113,42,55,0.245119571685791
171_0_0-16_245824983299933,0.8774509803921569,0.7075098814229249,0.7833698030634575,0.6381461675579323,0.44567736185383244,179,25,74,0.3258247375488281
171_0_320-16_245824983299933,0.7862595419847328,0.6776315789473685,0.7279151943462898,0.5003469812630118,0.3007633587786259,103,28,49,0.2173490524291992
171_1280_0-11_016700066800267,0.8209876543209876,0.7388888888888889,0.7777777777777777,0.5970819304152637,0.3136363636363636,133,29,47,0.2127327919006347
171_1280_320-11_016700066800267,0.8313253012048193,0.6634615384615384,0.7379679144385026,0.5290251916757941,0.2437020810514786,69,14,35,0.1377112865447998
171_320_0-16_245824983299933,0.9130434782608695,0.7590361445783133,0.8289473684210527,0.6640316205533596,0.5007026789635486,189,18,60,0.3638129234313965
171_320_320-16_245824983299933,0.8466257668711656,0.7582417582417582,0.7999999999999999,0.6157278304517568,0.3693251533742331,138,25,44,0.2285125255584716
171_640_0-16_245824983299933,0.919047619047619,0.748062015503876,0.8247863247863249,0.6683982683982683,0.4773593073593073,193,17,65,0.3123815059661865
171_640_320-16_245824983299933,0.8533333333333334,0.7441860465116279,0.7950310559006211,0.6206060606060606,0.33133333333333337,128,22,44,0.2220244407653808
171_960_0-16_245824983299933,0.8296943231441049,0.7279693486590039,0.7755102040816326,0.6034140531957126,0.4491861849940452,190,39,71,0.3359084129333496
171_960_320-16_245824983299933,0.8842975206611571,0.66875,0.7615658362989323,0.5627347858752818,0.3125469571750564,107,14,53,0.175025463104248
17_0_0-16_245824983299933,0.7427536231884058,0.6137724550898204,0.6721311475409836,0.47266139657444,0.21861001317523057,205,71,129,0.4989800453186035
17_0_320-16_245824983299933,0.774869109947644,0.7628865979381443,0.7688311688311688,0.5635411708710139,0.25059495478343646,148,43,46,0.4053347110748291
17_1280_0-11_016700066800267,0.7880434782608695,0.6682027649769585,0.7231920199501247,0.5014822134387351,0.19456521739130433,145,39,72,0.2746891975402832
17_1280_320-11_016700066800267,0.7391304347826086,0.7142857142857143,0.7264957264957266,0.5375494071146245,0.18031620553359684,85,30,34,0.2000584602355957
17_320_0-16_245824983299933,0.7964601769911505,0.6683168316831684,0.7267833109017496,0.5068382944489139,0.27530168946098155,270,69,134,0.6267406940460205
17_320_320-16_245824983299933,0.7005347593582888,0.6093023255813953,0.6517412935323382,0.4457948468643656,0.18288770053475936,131,56,84,0.3036313056945801
17_640_0-16_245824983299933,0.739413680781759,0.7049689440993789,0.7217806041335453,0.5377554042049156,0.2619484749777909,227,80,95,0.6130795478820801
17_640_320-16_245824983299933,0.7523364485981309,0.7123893805309734,0.7318181818181818,0.5471537807986406,0.2155480033984707,161,53,65,0.4001429080963135
17_960_0-16_245824983299933,0.8026315789473685,0.7052023121387283,0.7507692307692309,0.583732057416268,0.28869617224880384,244,60,102,0.5675041675567627
17_960_320-16_245824983299933,0.6684782608695652,0.5565610859728507,0.6074074074074074,0.3646245059288537,0.16793478260869563,123,61,98,0.340721845626831
186_0_0-16_245824983299933,0.6822429906542056,0.5468164794007491,0.607068607068607,0.37213254035683946,0.20344095157179268,146,68,121,0.4556548595428467
186_0_320-16_245824983299933,0.6829268292682927,0.5490196078431373,0.6086956521739131,0.37250554323725055,0.1917220990391722,84,39,69,0.2651259899139404
