method,precision,recall,f1-score,map50,map50-95,tp,fp,fn,segmentation_time
145_13-6_64638783269962,0.8709677419354839,0.7941176470588235,0.8307692307692308,0.6334310850439883,0.27917888563049853,27,4,7,2.198408842086792
145_15-11_55893536121673,0.7058823529411765,0.6,0.6486486486486486,0.3850267379679144,0.13957219251336897,12,5,8,2.3981151580810547
145_20-6_64638783269962,0.8571428571428571,1.0,0.923076923076923,0.8571428571428572,0.5142857142857143,12,2,0,2.1734485626220703
145_6-6_64638783269962,0.6666666666666666,0.9375,0.7792207792207793,0.6060606060606061,0.27515151515151515,30,15,2,2.2425057888031006
146_0-11_55893536121673,0.6782608695652174,0.7358490566037735,0.7058823529411764,0.4932806324110672,0.1766798418972332,78,37,28,2.455432891845703
146_12-11_55893536121673,0.7538461538461538,0.7424242424242424,0.7480916030534351,0.5482517482517483,0.18496503496503497,98,32,34,2.3249218463897705
146_14-11_55893536121673,0.7777777777777778,0.7241379310344828,0.75,0.5656565656565656,0.2636363636363636,21,6,8,2.119088649749756
146_2-11_55893536121673,0.75,0.7153846153846154,0.732283464566929,0.5454545454545454,0.1751466275659824,93,31,37,2.3022830486297607
146_3-11_55893536121673,0.7345132743362832,0.7904761904761904,0.7614678899082569,0.5341914722445696,0.2327433628318584,83,30,22,2.500399351119995
146_6-6_64638783269962,0.7125,0.7037037037037037,0.7080745341614907,0.5181818181818182,0.19909090909090912,57,23,24,2.276170015335083
147_14-11_55893536121673,0.7407407407407407,0.8695652173913043,0.7999999999999999,0.606060606060606,0.2548821548821548,20,7,3,2.3113625049591064
147_2-11_55893536121673,0.7580645161290323,0.8245614035087719,0.7899159663865545,0.6202346041055719,0.2734604105571847,47,15,10,2.3079421520233154
147_3-11_55893536121673,0.6785714285714286,0.76,0.7169811320754718,0.4935064935064935,0.20487012987012987,38,18,12,2.2509331703186035
148_11-11_55893536121673,0.6865671641791045,0.6798029556650246,0.6831683168316831,0.4369063772048847,0.1531886024423338,138,63,65,2.446208477020264
148_15-11_55893536121673,0.5483870967741935,0.6938775510204082,0.6126126126126127,0.34897360703812313,0.11906158357771261,34,28,15,2.214414358139038
148_18-11_55893536121673,0.5681818181818182,0.7575757575757576,0.6493506493506495,0.4132231404958678,0.1518595041322314,25,19,8,2.178680896759033
148_19-11_55893536121673,0.58,0.5370370370370371,0.5576923076923077,0.31636363636363635,0.11127272727272727,29,21,25,2.138771772384644
148_3-11_55893536121673,0.6333333333333333,0.6951219512195121,0.6627906976744186,0.40303030303030307,0.16570707070707072,114,66,50,2.5461699962615967
149_10-11_55893536121673,0.7674418604651163,0.7857142857142857,0.7764705882352941,0.5581395348837209,0.23868921775898522,66,20,18,2.382473945617676
149_12-11_55893536121673,0.7307692307692307,0.8636363636363636,0.7916666666666666,0.5979020979020979,0.24755244755244754,57,21,9,2.4728481769561768
149_15-11_55893536121673,0.7916666666666666,0.8636363636363636,0.8260869565217391,0.6477272727272727,0.20568181818181816,19,5,3,2.092095136642456
149_16-11_55893536121673,0.5,0.75,0.6,0.36363636363636365,0.14191919191919192,9,9,3,2.102949857711792
149_20-6_64638783269962,0.9375,0.8333333333333334,0.8823529411764706,0.7670454545454546,0.4375,15,1,3,2.320831775665283
150_2-16_245824983299933,0.4105263157894737,0.32231404958677684,0.3611111111111111,0.1492822966507177,0.03631578947368421,78,112,164,2.5666306018829346
150_5-16_245824983299933,0.4791666666666667,0.3333333333333333,0.39316239316239315,0.17424242424242425,0.040909090909090916,46,50,92,2.427447557449341
150_7-16_245824983299933,0.4344262295081967,0.3333333333333333,0.37722419928825623,0.15797317436661698,0.035916542473919524,53,69,106,2.401923418045044
151_4-11_016700066800267,0.3614457831325301,0.2702702702702703,0.30927835051546393,0.0985761226725082,0.0276013143483023,30,53,81,2.5042858123779297
152_3-16_245824983299933,0.3902439024390244,0.28193832599118945,0.3273657289002558,0.10643015521064303,0.03148558758314856,64,100,163,2.473715782165528
152_5-16_245824983299933,0.42857142857142855,0.2857142857142857,0.34285714285714286,0.11688311688311687,0.03298701298701299,30,40,75,2.2260725498199463
152_9-11_016700066800267,0.5121951219512195,0.5675675675675675,0.5384615384615384,0.2793791574279379,0.0942350332594235,42,40,32,2.202463388442993
153_1-16_245824983299933,0.4482758620689655,0.33766233766233766,0.3851851851851852,0.16300940438871472,0.04796238244514107,26,32,51,2.3480355739593506
153_3-16_245824983299933,0.6346153846153846,0.38823529411764707,0.48175182481751827,0.23076923076923075,0.0715034965034965,33,19,52,2.329881191253662
153_8-16_245824983299933,0.4722222222222222,0.3333333333333333,0.39080459770114934,0.1717171717171717,0.05176767676767676,17,19,34,2.151061534881592
154_4-11_016700066800267,0.5425531914893617,0.3893129770992366,0.4533333333333333,0.19729206963249515,0.06083172147001934,51,43,80,2.17836856842041
155_2-16_245824983299933,0.4230769230769231,0.32592592592592595,0.36820083682008364,0.15384615384615385,0.036101398601398604,44,60,91,2.2764875888824463
155_7-16_245824983299933,0.37254901960784315,0.2676056338028169,0.3114754098360656,0.10160427807486631,0.023172905525846704,19,32,52,2.233906507492065
155_8-16_245824983299933,0.4838709677419355,0.4225352112676056,0.45112781954887216,0.21994134897360704,0.04941348973607038,30,32,41,2.264698266983032
156_0-16_245824983299933,0.4945054945054945,0.3125,0.3829787234042553,0.17982017982017984,0.045454545454545456,45,46,99,2.481938600540161
156_5-16_245824983299933,0.46808510638297873,0.2857142857142857,0.3548387096774193,0.1276595744680851,0.032108317214700186,22,25,55,2.218845844268799
15_1-16_245824983299933,0.28488372093023256,0.19215686274509805,0.22950819672131145,0.051797040169133196,0.013953488372093023,49,123,206,2.394819974899292
15_5-16_245824983299933,0.3142857142857143,0.1952662721893491,0.2408759124087591,0.05714285714285714,0.011774891774891775,33,72,136,2.516652822494507
160_3-16_245824983299933,0.29901960784313725,0.17231638418079095,0.21863799283154123,0.054367201426024955,0.01301247771836007,61,143,293,2.411815643310547
160_6-16_245824983299933,0.3037037037037037,0.1872146118721461,0.23163841807909602,0.055218855218855216,0.014478114478114479,41,94,178,2.220956325531006
160_8-16_245824983299933,0.3253968253968254,0.211340206185567,0.25625000000000003,0.08874458874458875,0.017676767676767676,41,85,153,2.244304895401001
161_0-16_245824983299933,0.21212121212121213,0.13307984790874525,0.1635514018691589,0.03856749311294766,0.009807162534435263,35,130,228,2.4907288551330566
161_2-16_245824983299933,0.3157894736842105,0.175,0.22520107238605896,0.057416267942583726,0.016336295283663704,42,91,198,2.6113851070404053
161_9-11_016700066800267,0.25892857142857145,0.4264705882352941,0.32222222222222224,0.1176948051948052,0.03344155844155844,29,83,39,2.4485559463500977
162_4-11_016700066800267,0.2361111111111111,0.17,0.19767441860465118,0.04292929292929293,0.009595959595959595,17,55,83,2.2000505924224854
163_0-16_245824983299933,0.33076923076923076,0.17842323651452283,0.23180592991913748,0.06013986013986014,0.013356643356643355,43,87,198,2.4873197078704834
163_2-16_245824983299933,0.25766871165644173,0.19811320754716982,0.224,0.046848856664807585,0.013218070273284995,42,121,170,2.382672071456909
164_2-16_245824983299933,0.3333333333333333,0.171875,0.22680412371134023,0.0606060606060606,0.016391184573002753,22,44,106,2.96574330329895
164_6-16_245824983299933,0.34146341463414637,0.2153846153846154,0.2641509433962264,0.09312638580931264,0.019733924611973395,14,27,51,2.718690156936645
165_1-16_245824983299933,0.23776223776223776,0.14107883817427386,0.17708333333333334,0.04322949777495232,0.009663064208518753,34,109,207,2.489370584487915
165_3-16_245824983299933,0.2158273381294964,0.1382488479262673,0.16853932584269662,0.03924133420536298,0.009025506867233486,30,109,187,2.47387957572937
165_4-11_016700066800267,0.16129032258064516,0.10135135135135136,0.12448132780082988,0.029325513196480937,0.005571847507331378,15,78,133,2.400023460388184
165_7-16_245824983299933,0.30120481927710846,0.17985611510791366,0.2252252252252252,0.0547645125958379,0.014238773274917854,25,58,114,2.303297996520996
166_4-11_016700066800267,0.25595238095238093,0.15808823529411764,0.19545454545454544,0.046536796536796536,0.009307359307359308,43,125,229,2.3869409561157227
166_5-16_245824983299933,0.296551724137931,0.17695473251028807,0.22164948453608246,0.05391849529780564,0.011849529780564262,43,102,200,2.3360161781311035
166_6-16_245824983299933,0.3208955223880597,0.18067226890756302,0.23118279569892475,0.05834464043419267,0.016010854816824967,43,91,195,2.314328670501709
167_5-16_245824983299933,0.3387096774193548,0.22105263157894736,0.267515923566879,0.09237536656891496,0.014589442815249265,42,82,148,2.321000099182129
167_9-11_016700066800267,0.38620689655172413,0.5957446808510638,0.4686192468619247,0.21065830721003137,0.050783699059561135,56,89,38,2.524331569671631
168_7-16_245824983299933,0.38461538461538464,0.2,0.2631578947368421,0.10489510489510491,0.019114219114219115,15,24,60,2.3493664264678955
168_9-11_016700066800267,0.29411764705882354,0.45454545454545453,0.35714285714285715,0.13368983957219252,0.03333333333333333,15,36,18,2.275050401687622
169_0-16_245824983299933,0.24675324675324675,0.20212765957446807,0.2222222222222222,0.06729634002361275,0.015112160566706024,19,58,75,2.28472900390625
169_9-11_016700066800267,0.5,0.6857142857142857,0.5783132530120482,0.3181818181818182,0.07575757575757576,24,24,11,2.3633832931518555
16_3-16_245824983299933,0.20353982300884957,0.16546762589928057,0.18253968253968256,0.03700724054706356,0.012469831053901852,23,90,116,2.458456039428711
170_2-16_245824983299933,0.3202614379084967,0.30434782608695654,0.3121019108280255,0.1164587046939988,0.022043969102792632,49,104,112,2.419517040252685
170_6-16_245824983299933,0.4,0.31683168316831684,0.3535911602209945,0.14545454545454548,0.030568181818181828,32,48,69,2.206561803817749
170_8-16_245824983299933,0.5,0.3709677419354839,0.42592592592592593,0.18181818181818182,0.043675889328063246,46,46,78,2.2129950523376465
171_0-16_245824983299933,0.43478260869565216,0.37433155080213903,0.40229885057471265,0.15810276679841898,0.039920948616600796,70,91,117,2.3986737728118896
171_4-11_016700066800267,0.47619047619047616,0.4195804195804196,0.4460966542750929,0.21645021645021645,0.05411255411255411,60,66,83,2.3069610595703125
172_2-16_245824983299933,0.4024390243902439,0.39919354838709675,0.4008097165991903,0.14634146341463417,0.03806356245380636,99,147,149,2.519787311553955
172_5-16_245824983299933,0.5182481751824818,0.43558282208588955,0.4733333333333333,0.23556735235567353,0.0593231585932316,71,66,92,2.271129846572876
172_6-16_245824983299933,0.3961038961038961,0.37888198757763975,0.3873015873015873,0.14403778040141677,0.0385478158205431,61,93,100,2.453967332839966
173_0-16_245824983299933,0.4574468085106383,0.4,0.4267990074441687,0.2079303675048356,0.051450676982591884,86,102,129,2.4971258640289307
173_6-16_245824983299933,0.4576271186440678,0.4462809917355372,0.45188284518828453,0.20801232665639446,0.04930662557781202,54,64,67,2.265913248062134
174_2-16_245824983299933,0.336734693877551,0.36666666666666664,0.351063829787234,0.12244897959183673,0.034879406307977735,33,65,57,2.3883745670318604
174_5-16_245824983299933,0.5,0.4084507042253521,0.4496124031007752,0.22727272727272727,0.06034482758620689,29,29,42,2.2565503120422363
174_6-16_245824983299933,0.43283582089552236,0.42028985507246375,0.4264705882352941,0.19674355495251017,0.06173677069199457,29,38,40,2.29911470413208
175_2-16_245824983299933,0.5,0.47560975609756095,0.4875,0.22727272727272727,0.07109557109557109,39,39,43,2.425187587738037
177_1-16_245824983299933,0.4222222222222222,0.4578313253012048,0.4393063583815029,0.19191919191919193,0.051212121212121195,76,104,90,2.5133798122406006
177_4-11_016700066800267,0.6041666666666666,0.48739495798319327,0.5395348837209302,0.2746212121212121,0.08143939393939394,58,38,61,2.331604480743408
178_5-16_245824983299933,0.4639175257731959,0.44554455445544555,0.45454545454545453,0.21087160262417995,0.04742268041237113,45,52,56,2.378291606903076
179_9-11_016700066800267,0.6266666666666667,0.7230769230769231,0.6714285714285715,0.4557575757575758,0.13854545454545458,47,28,18,2.4302234649658203
17_2-16_245824983299933,0.20454545454545456,0.13740458015267176,0.1643835616438356,0.0371900826446281,0.00831611570247934,36,140,226,2.4811854362487797
17_3-16_245824983299933,0.28901734104046245,0.17667844522968199,0.2192982456140351,0.052548607461902264,0.014555964266946924,50,123,233,2.5203194618225098
17_8-16_245824983299933,0.31343283582089554,0.22105263157894736,0.25925925925925924,0.08548168249660787,0.01757123473541384,42,92,148,2.369119167327881
180_0-16_245824983299933,0.625,0.8043478260869565,0.7034220532319393,0.5113636363636364,0.15046068796068796,185,111,45,2.6944832801818848
180_8-16_245824983299933,0.6036585365853658,0.7615384615384615,0.6734693877551021,0.43902439024390244,0.1356430155210643,99,65,31,2.232109785079956
182_3-16_245824983299933,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.4006734006734007,0.10373431282522191,187,110,110,2.5636675357818604
182_5-16_245824983299933,0.5221238938053098,0.7662337662337663,0.6210526315789474,0.3797264682220435,0.10707964601769912,118,108,36,2.377515316009521
185_1-16_245824983299933,0.6133333333333333,0.5348837209302325,0.5714285714285714,0.33454545454545453,0.08136363636363636,184,116,160,2.641160249710083
185_3-16_245824983299933,0.5418060200668896,0.5142857142857142,0.527687296416938,0.2955305564001216,0.07631498935846762,162,137,153,2.666620969772339
186_3-16_245824983299933,0.6236559139784946,0.8365384615384616,0.7145790554414785,0.5102639296187683,0.15369827305311173,174,105,34,2.5290896892547607
187_0-16_245824983299933,0.7745098039215687,0.9634146341463414,0.8586956521739132,0.7040998217468806,0.23787878787878786,79,23,3,2.275346279144287
187_2-16_245824983299933,0.7476635514018691,0.851063829787234,0.7960199004975125,0.6117247238742566,0.18011894647408663,80,27,14,2.447352170944214
187_3-16_245824983299933,0.6697247706422018,0.8902439024390244,0.7643979057591622,0.5479566305254379,0.2152627189324437,73,36,9,2.2942848205566406
189_7-16_245824983299933,0.6123595505617978,0.8074074074074075,0.6964856230031949,0.5010214504596527,0.13130745658835546,109,69,26,2.2655484676361084
190_2-16_245824983299933,0.6428571428571429,0.7346938775510204,0.6857142857142857,0.4675324675324676,0.14728084415584416,144,80,52,2.399899244308472
190_8-16_245824983299933,0.6974789915966386,0.6693548387096774,0.6831275720164609,0.4438502673796791,0.15042016806722688,83,36,41,2.256321668624878
190_9-11_016700066800267,0.7096774193548387,0.88,0.7857142857142856,0.5806451612903226,0.24134897360703814,66,27,9,2.302962064743042
191_6-16_245824983299933,0.5328947368421053,0.6,0.5644599303135888,0.2906698564593302,0.09605263157894738,81,71,54,2.385195016860962
191_8-16_245824983299933,0.6331360946745562,0.6484848484848484,0.6407185628742516,0.40290478752017217,0.12969338353953738,107,62,58,2.330397129058838
191_9-11_016700066800267,0.762589928057554,0.7737226277372263,0.7681159420289855,0.5546108567691301,0.20340091563113144,106,33,31,2.279906749725342
192_2-16_245824983299933,0.6581196581196581,0.7264150943396226,0.6905829596412556,0.47863247863247865,0.1463092463092463,77,40,29,2.5574965476989746
192_5-16_245824983299933,0.676056338028169,0.676056338028169,0.676056338028169,0.43021766965428937,0.12279129321382842,48,23,23,2.4254658222198486
192_7-16_245824983299933,0.6265060240963856,0.6842105263157895,0.6540880503144654,0.3986856516976999,0.12782037239868566,52,31,24,2.2594311237335205
194_2-16_245824983299933,0.590443686006826,0.4701086956521739,0.5234493192133131,0.26838349363946634,0.07378219050574,173,120,195,2.549468278884888
194_5-16_245824983299933,0.5412371134020618,0.5645161290322581,0.5526315789473685,0.2952202436738519,0.09343955014058107,105,89,81,2.2916195392608643
194_7-16_245824983299933,0.5728643216080402,0.6031746031746031,0.5876288659793815,0.36455002284148014,0.09821836455002284,114,85,75,2.353777408599853
194_9-11_016700066800267,0.6293706293706294,0.6666666666666666,0.6474820143884892,0.4005085823267642,0.13153210425937698,90,53,45,2.4015705585479736
196_3-16_245824983299933,0.49583333333333335,0.5891089108910891,0.5384615384615385,0.27045454545454545,0.0856439393939394,119,121,83,2.636806011199951
197_1-16_245824983299933,0.6879432624113475,0.6830985915492958,0.6855123674911661,0.4377820760799484,0.14545454545454545,97,44,45,2.514699697494507
197_4-11_016700066800267,0.6904761904761905,0.651685393258427,0.6705202312138728,0.4393939393939394,0.12900432900432898,58,26,31,2.285393714904785
197_8-16_245824983299933,0.5631067961165048,0.7341772151898734,0.6373626373626373,0.40953221535745804,0.11871138570167697,58,45,21,2.254603624343872
197_9-11_016700066800267,0.8448275862068966,0.9074074074074074,0.875,0.768025078369906,0.24028213166144202,49,9,5,2.336986780166626
198_2-16_245824983299933,0.5808823529411765,0.6124031007751938,0.5962264150943397,0.36965240641711233,0.11102941176470589,158,114,100,2.547351837158203
198_6-16_245824983299933,0.5549132947976878,0.64,0.5944272445820434,0.35312664214398315,0.10404624277456649,96,77,54,2.39529800415039
198_7-16_245824983299933,0.58125,0.62,0.6000000000000001,0.3698863636363637,0.10596590909090908,93,67,57,2.3796818256378174
199_2-16_245824983299933,0.47653429602888087,0.5365853658536586,0.5047801147227533,0.259927797833935,0.07193961273383655,132,145,114,2.509408473968506
199_7-16_245824983299933,0.5529411764705883,0.5662650602409639,0.5595238095238094,0.30160427807486634,0.09385026737967916,94,76,72,2.405568838119507
199_8-16_245824983299933,0.5527950310559007,0.6137931034482759,0.5816993464052287,0.35177865612648224,0.10045172219085263,89,72,56,2.3418819904327397
19_3-16_245824983299933,0.33587786259541985,0.24719101123595505,0.284789644012945,0.09160305343511449,0.020263705759888968,44,87,134,2.413704633712769
19_6-16_245824983299933,0.30434782608695654,0.17647058823529413,0.22340425531914895,0.05533596837944665,0.01277997364953887,21,48,98,2.2317099571228027
1_3-16_245824983299933,0.3756906077348066,0.27309236947791166,0.31627906976744186,0.10246107483676545,0.028578603716725264,68,113,181,2.43618392944336
1_4-11_016700066800267,0.35135135135135137,0.23493975903614459,0.2815884476534296,0.09582309582309584,0.021621621621621623,39,72,127,2.243920087814331
1_9-11_016700066800267,0.5042735042735043,0.6413043478260869,0.5645933014354066,0.3209013209013209,0.08888888888888889,59,58,33,2.376988172531128
200_10-12_998396579369322,0.464,0.41134751773049644,0.4360902255639098,0.21090909090909093,0.05658181818181819,58,67,83,2.4590377807617188
201_2-12_998396579369322,0.5384615384615384,0.5,0.5185185185185186,0.2937062937062937,0.0853146853146853,35,30,35,2.281466245651245
201_4-12_998396579369322,0.46835443037974683,0.44047619047619047,0.4539877300613496,0.21288837744533948,0.061334867663981586,37,42,47,2.5291223526000977
202_11-11_008017103153394,0.4827586206896552,0.45161290322580644,0.4666666666666667,0.219435736677116,0.05101880877742947,56,60,68,2.5303633213043213
202_3-12_998396579369322,0.45,0.4251968503937008,0.437246963562753,0.20454545454545456,0.055681818181818186,54,66,73,2.328901052474976
202_7-12_998396579369322,0.44360902255639095,0.4338235294117647,0.43866171003717475,0.20164046479835954,0.04784688995215312,59,74,77,2.371336936950684
203_8-12_998396579369322,0.4778761061946903,0.45,0.46351931330472107,0.2172164119066774,0.0500402252614642,54,59,66,2.4155795574188232
203_9-12_998396579369322,0.45794392523364486,0.45794392523364486,0.45794392523364486,0.20815632965165676,0.04834324553950722,49,58,58,2.345432043075561
204_10-12_998396579369322,0.3333333333333333,0.37681159420289856,0.35374149659863946,0.1212121212121212,0.03764568764568764,26,52,43,2.3033838272094727
204_2-12_998396579369322,0.42857142857142855,0.3870967741935484,0.4067796610169491,0.15584415584415584,0.052922077922077926,36,48,57,2.412302732467652
204_6-12_998396579369322,0.4594594594594595,0.425,0.44155844155844154,0.20884520884520885,0.05835380835380836,34,40,46,2.3135900497436523
204_8-12_998396579369322,0.2972972972972973,0.28205128205128205,0.2894736842105264,0.08108108108108109,0.017936117936117938,22,52,56,2.369802951812744
205_10-12_998396579369322,0.3076923076923077,0.3025210084033613,0.30508474576271183,0.11188811188811189,0.026029526029526035,36,81,83,2.582846641540528
205_2-12_998396579369322,0.46464646464646464,0.4742268041237113,0.4693877551020408,0.21120293847566574,0.05528007346189164,46,53,51,2.4536654949188232
205_3-12_998396579369322,0.5098039215686274,0.5,0.5048543689320388,0.27807486631016043,0.08288770053475936,52,50,52,2.374274969100952
205_9-12_998396579369322,0.4690265486725664,0.4774774774774775,0.4732142857142857,0.21319388576025744,0.05430410297666934,53,60,58,2.304727077484131
206_3-12_998396579369322,0.4861111111111111,0.40229885057471265,0.44025157232704404,0.22095959595959594,0.05618686868686869,70,74,104,2.383861541748047
206_7-12_998396579369322,0.4625,0.4539877300613497,0.4582043343653251,0.21022727272727273,0.05289772727272728,74,86,89,2.4151611328125
207_1-12_998396579369322,0.4463276836158192,0.4540229885057471,0.45014245014245013,0.20287621982537238,0.059681561376476636,79,98,95,2.4341297149658203
207_4-12_998396579369322,0.5352941176470588,0.4642857142857143,0.4972677595628415,0.24331550802139035,0.06443850267379678,91,79,105,2.553635835647583
207_7-12_998396579369322,0.514792899408284,0.47540983606557374,0.49431818181818177,0.23399677245831088,0.06880043033889188,87,82,96,2.548219680786133
208_0-12_998396579369322,0.5238095238095238,0.4520547945205479,0.4852941176470588,0.2380952380952381,0.05735930735930737,66,60,80,2.534795999526977
209_1-12_998396579369322,0.5102040816326531,0.47619047619047616,0.4926108374384236,0.23191094619666047,0.0725417439703154,50,48,55,2.4157252311706543
209_5-11_008017103153394,0.5333333333333333,0.4819277108433735,0.5063291139240506,0.2424242424242424,0.06872727272727272,40,35,43,2.2388858795166016
209_6-12_998396579369322,0.425531914893617,0.36036036036036034,0.3902439024390244,0.15473887814313347,0.03462282398452611,40,54,71,2.281619071960449
209_7-12_998396579369322,0.5697674418604651,0.5051546391752577,0.53551912568306,0.3107822410147991,0.09006342494714588,49,37,48,2.360499382019043
20_1-16_245824983299933,0.43829787234042555,0.4256198347107438,0.43186582809224316,0.19922630560928434,0.04874274661508704,103,132,139,2.4536688327789307
20_4-11_016700066800267,0.4351145038167939,0.31843575418994413,0.36774193548387096,0.1582234559333796,0.03678001387925052,57,74,122,2.656851530075073
20_6-16_245824983299933,0.5315315315315315,0.44029850746268656,0.4816326530612245,0.2416052416052416,0.061261261261261246,59,52,75,2.538480281829834
20_9-11_016700066800267,0.5904761904761905,0.7126436781609196,0.6458333333333334,0.42943722943722945,0.12640692640692644,62,43,25,2.2944605350494385
210_1-12_998396579369322,0.5290322580645161,0.5256410256410257,0.5273311897106109,0.28856304985337244,0.07724340175953079,82,73,74,2.5601937770843506
210_2-12_998396579369322,0.4797297297297297,0.47651006711409394,0.47811447811447805,0.21805896805896807,0.057985257985258,71,77,78,2.3980324268341064
210_3-12_998396579369322,0.4785276073619632,0.484472049689441,0.4814814814814815,0.21751254880089235,0.06581148912437255,78,85,83,2.430781841278076
210_7-12_998396579369322,0.43670886075949367,0.4928571428571429,0.4630872483221477,0.1985040276179517,0.05771001150747986,69,89,71,2.446937799453736
210_9-12_998396579369322,0.4457831325301205,0.4966442953020134,0.46984126984126984,0.20262869660460023,0.05903614457831326,74,92,75,2.40515661239624
211_0-12_998396579369322,0.5031446540880503,0.5714285714285714,0.5351170568561872,0.274442538593482,0.07598627787307032,80,79,60,2.431225299835205
212_10-12_998396579369322,0.5857142857142857,0.5942028985507246,0.5899280575539567,0.3194805194805195,0.10480519480519482,41,29,28,3.133530616760254
212_2-12_998396579369322,0.4634146341463415,0.5757575757575758,0.5135135135135135,0.2527716186252772,0.07815964523281596,38,44,28,2.5695183277130127
213_2-12_998396579369322,0.4444444444444444,0.48,0.4615384615384615,0.20202020202020202,0.054096520763187425,36,45,39,2.3984663486480717
213_5-11_008017103153394,0.46875,0.5357142857142857,0.5,0.2556818181818182,0.05568181818181818,30,34,26,2.420137405395508
215_10-12_998396579369322,0.6288659793814433,0.5596330275229358,0.5922330097087379,0.3430178069353327,0.0978444236176195,61,36,48,2.556840658187866
215_11-11_008017103153394,0.5,0.5,0.5,0.2727272727272727,0.06141414141414141,45,45,45,2.411592483520508
215_3-12_998396579369322,0.6428571428571429,0.5206611570247934,0.5753424657534246,0.3506493506493507,0.10139146567717998,63,35,58,2.373180627822876
215_4-12_998396579369322,0.4406779661016949,0.5,0.4684684684684685,0.24036979969183359,0.05739599383667179,52,66,52,2.5137686729431152
215_7-12_998396579369322,0.48760330578512395,0.4573643410852713,0.472,0.22163786626596546,0.05394440270473329,59,62,70,2.3579819202423096
216_0-12_998396579369322,0.5128205128205128,0.5042016806722689,0.5084745762711864,0.2797202797202797,0.07567987567987568,60,57,59,2.4193780422210693
216_11-11_008017103153394,0.5,0.5,0.5,0.2727272727272727,0.07999999999999999,40,40,40,2.4105477333068848
216_2-12_998396579369322,0.536,0.5630252100840336,0.5491803278688525,0.2923636363636364,0.08167272727272729,67,58,52,2.4531667232513428
216_3-12_998396579369322,0.4953271028037383,0.4608695652173913,0.4774774774774775,0.22514868309260833,0.06185216652506372,53,54,62,2.325631618499756
217_1-12_998396579369322,0.47058823529411764,0.46601941747572817,0.4682926829268293,0.21390374331550802,0.06889483065953654,48,54,55,2.466095447540283
217_5-11_008017103153394,0.4393939393939394,0.4461538461538462,0.44274809160305345,0.19972451790633608,0.050826446280991734,29,37,36,2.399690866470337
218_4-12_998396579369322,0.49242424242424243,0.5603448275862069,0.5241935483870968,0.26859504132231404,0.07169421487603306,65,67,51,2.3905298709869385
218_5-11_008017103153394,0.5137614678899083,0.5,0.5067873303167421,0.28023352793995,0.06655546288573813,56,53,56,2.4479010105133057
218_6-12_998396579369322,0.5079365079365079,0.5470085470085471,0.5267489711934157,0.27705627705627706,0.08275613275613275,64,62,53,2.357540369033813
218_7-12_998396579369322,0.5,0.4957983193277311,0.4978902953586498,0.22727272727272727,0.07226502311248074,59,59,60,2.383452653884888
218_9-12_998396579369322,0.515625,0.559322033898305,0.5365853658536586,0.28125,0.08572443181818182,66,62,52,2.4064531326293945
219_0-12_998396579369322,0.4240506329113924,0.5,0.45890410958904104,0.23130034522439583,0.05535097813578825,67,91,67,2.438809871673584
219_4-12_998396579369322,0.4846153846153846,0.4144736842105263,0.44680851063829785,0.22027972027972026,0.05685314685314685,63,67,89,2.393183708190918
21_6-16_245824983299933,0.5434782608695652,0.5263157894736842,0.53475935828877,0.2964426877470356,0.0773715415019763,50,42,45,2.2363431453704834
21_7-16_245824983299933,0.4606741573033708,0.47126436781609193,0.4659090909090909,0.2093973442288049,0.05413687436159346,41,48,46,2.3811135292053223
220_6-12_998396579369322,0.41904761904761906,0.6666666666666666,0.5146198830409358,0.26666666666666666,0.05748917748917749,44,61,22,2.4000799655914307
220_7-12_998396579369322,0.36363636363636365,0.72,0.4832214765100672,0.2644628099173554,0.0778696051423324,36,63,14,2.3585245609283447
221_10-12_998396579369322,0.42328042328042326,0.6956521739130435,0.5263157894736842,0.26936026936026936,0.08095238095238094,80,109,35,2.453244686126709
221_2-12_998396579369322,0.44541484716157204,0.7669172932330827,0.56353591160221,0.3239380706629615,0.08840809845176659,102,127,31,2.4153878688812256
221_5-11_008017103153394,0.46629213483146065,0.7345132743362832,0.570446735395189,0.3391215526046987,0.0881511746680286,83,95,30,2.421525716781616
221_8-12_998396579369322,0.5026178010471204,0.7164179104477612,0.5907692307692307,0.3655402189433603,0.09366968110423608,96,95,38,2.42775821685791
221_9-12_998396579369322,0.4225352112676056,0.6766917293233082,0.5202312138728323,0.26888604353393086,0.07737942808365345,90,123,43,2.4082024097442627
222_5-11_008017103153394,0.4642857142857143,0.7428571428571429,0.5714285714285714,0.33766233766233766,0.0849025974025974,52,60,18,2.4103317260742188
223_3-12_998396579369322,0.453551912568306,0.6916666666666667,0.5478547854785478,0.2886239443616493,0.08012916045702931,83,100,37,2.5494494438171387
223_5-11_008017103153394,0.3793103448275862,0.6395348837209303,0.4761904761904762,0.24137931034482757,0.05373040752351097,55,90,31,2.4328620433807373
224_4-12_998396579369322,0.4385245901639344,0.6604938271604939,0.5270935960591133,0.27906110283159463,0.07950819672131147,107,137,55,2.7732596397399902
224_9-12_998396579369322,0.40476190476190477,0.6986301369863014,0.5125628140703518,0.25757575757575757,0.07092352092352092,102,150,44,2.5295217037200928
